"GeneA","GeneB"
"EED","PINK1"
"EED","ANXA5"
"EED","DDX21"
"EED","TUBA1C"
"EED","CDK2AP2"
"EED","BMI1"
"EED","NR2C2"
"EED","DDX10"
"EED","SUZ12"
"EED","TCEA1"
"EED","NOC2L"
"EED","LCOR"
"EED","TLE1"
"EED","ZBED8"
"EED","TNF"
"CA12","TOE1"
"MGLL","CHGB"
"MGLL","HPCAL1"
"MGLL","SDCBP"
"MGLL","GEM"
"MGLL","MSRB3"
"NTN4","HOXA1"
"NTN4","MEOX2"
"NTN4","CASK"
"NTN4","PLSCR1"
"NUAK1","PRKAR1A"
"NUAK1","CASP6"
"NUAK1","APP"
"NUAK1","S100A8"
"NUAK1","FBXO25"
"NUAK1","S100A9"
"NUAK1","HSPA1B"
"NUAK1","HSPA1A"
"ZNF532","ZMYND8"
"LMAN1","BCAP29"
"LMAN1","LGALS1"
"LMAN1","TCTN3"
"LMAN1","SNX9"
"LMAN1","VHL"
"LMAN1","LRPPRC"
"LMAN1","USO1"
"LMAN1","APP"
"LMAN1","ATP1B1"
"LMAN1","SURF4"
"LMAN1","DLAT"
"LMAN1","PTPRO"
"LMAN1","HNRNPU"
"LMAN1","ATP1A1"
"LMAN1","TMED10"
"LMAN1","PTPN2"
"LMAN1","MCFD2"
"LMAN1","COPB2"
"LMAN1","TMED9"
"LMAN1","F8"
"LMAN1","P4HB"
"LMAN1","TMEM17"
"LMAN1","TMEM216"
"LMAN1","TUBB4B"
"LMAN1","NTRK1"
"LMAN1","HSPA1B"
"LMAN1","HSPA1A"
"LMAN1","TCTN1"
"LMAN1","PHB2"
"LMAN1","PDCD6"
"IPCEF1","CEP70"
"MYDGF","NCALD"
"MYDGF","ACOT13"
"MYDGF","VHL"
"MYDGF","MDM2"
"MYDGF","LCN2"
"MYDGF","TRAF6"
"MYDGF","SGTB"
"TUBE1","ICAM1"
"TUBE1","TUBD1"
"TUBE1","CD81"
"TUBE1","DEF8"
"TIPIN","MCM6"
"TIPIN","GINS1"
"TIPIN","RPA3"
"TIPIN","TIMELESS"
"TIPIN","MCM3"
"TIPIN","PRDX1"
"TIPIN","RPA2"
"TIPIN","APP"
"TIPIN","GINS4"
"TIPIN","PRIMPOL"
"TIPIN","MCM7"
"TIPIN","TCEAL1"
"TIPIN","GINS3"
"SRI","ACTB"
"SRI","PIR"
"SRI","C12orf57"
"SRI","ITGA4"
"SRI","GCA"
"SRI","FN1"
"SRI","PTBP3"
"SRI","ANXA11"
"SRI","SRPK2"
"SRI","CALCOCO2"
"SRI","MYC"
"SRI","HAUS2"
"SRI","TCF12"
"SRI","VCAM1"
"SRI","TKT"
"SRI","STAT3"
"SRI","SMAD2"
"SRI","NRAS"
"SEMA3A","ORC1"
"SEMA3A","ORC6"
"SEMA3A","NRP1"
"SEMA3A","MCM3"
"SEMA3A","LSM8"
"SEMA3A","ORC3"
"SEMA3A","ORC5"
"SEMA3A","MCM7"
"SEMA3A","CHAF1A"
"GTSE1","ACTB"
"GTSE1","THOC1"
"GTSE1","SMAP2"
"GTSE1","EPS15"
"GTSE1","PHGDH"
"GTSE1","MYH9"
"GTSE1","SEC23A"
"GTSE1","NINL"
"GTSE1","USP11"
"GTSE1","ZNF106"
"GTSE1","AP1S1"
"GTSE1","DNMBP"
"GTSE1","LZTS2"
"GTSE1","SEC24A"
"GTSE1","CSNK1A1"
"GTSE1","DBN1"
"GTSE1","PTBP3"
"GTSE1","CNTRL"
"GTSE1","KBTBD7"
"GTSE1","OCRL"
"GTSE1","CALU"
"GTSE1","CDC16"
"GTSE1","SNX9"
"GTSE1","TUBG1"
"GTSE1","BTBD3"
"GTSE1","KIDINS220"
"GTSE1","DDB2"
"GTSE1","DCAF7"
"GTSE1","STAMBPL1"
"GTSE1","MYPN"
"GTSE1","BMP2K"
"GTSE1","USO1"
"GTSE1","IQGAP1"
"GTSE1","CRTC3"
"GTSE1","CEP170"
"GTSE1","PKP4"
"GTSE1","SH3KBP1"
"GTSE1","POC1A"
"GTSE1","GOLGA2"
"GTSE1","FAM83B"
"GTSE1","CCDC8"
"GTSE1","CLTB"
"GTSE1","JUN"
"GTSE1","IL17RA"
"GTSE1","FAM83H"
"GTSE1","PKP3"
"GTSE1","NBR1"
"GTSE1","MYO6"
"GTSE1","IGF2R"
"GTSE1","C6orf141"
"GTSE1","CSNK1E"
"SEMA3C","NRP1"
"SEMA3C","NRP2"
"SEMA3C","SDC2"
"CELSR1","HSCB"
"CELSR1","SLAMF1"
"CELSR1","CLU"
"CELSR1","DDX39A"
"CELSR1","RYK"
"CELSR1","CANT1"
"CELSR1","CHRNA9"
"CELSR1","LYPD6"
"CELSR1","PSAP"
"CELSR1","HLA-DRA"
"SLC25A40","E2F1"
"SLC25A40","MYC"
"TIMM21","TIMM50"
"TIMM21","DUSP6"
"TIMM21","ERBB2"
"TIMM21","MTMR12"
"TIMM21","RDH13"
"TIMM21","C15orf48"
"TIMM21","TMEM223"
"TIMM21","SLC25A6"
"TIMM21","COA3"
"TIMM21","MRPL40"
"TIMM21","CMC1"
"TIMM21","SMIM20"
"FNDC3B","ABHD11"
"FNDC3B","BBS2"
"FNDC3B","GAS2L3"
"FNDC3B","POGZ"
"FNDC3B","DUSP10"
"FNDC3B","CAMK2D"
"FNDC3B","RUSC1"
"FNDC3B","PRKAA2"
"FNDC3B","REL"
"FNDC3B","DAPL1"
"FNDC3B","SPINT2"
"FOSL2","MECOM"
"FOSL2","USF2"
"FOSL2","MEOX2"
"FOSL2","BACH2"
"FOSL2","STMN1"
"FOSL2","IRF2BPL"
"FOSL2","KBTBD7"
"FOSL2","EGR1"
"FOSL2","SOX4"
"FOSL2","STAT5A"
"FOSL2","YEATS4"
"FOSL2","MYC"
"FOSL2","SORL1"
"FOSL2","DET1"
"FOSL2","NME7"
"FOSL2","CREB5"
"FOSL2","CEBPG"
"FOSL2","TFF1"
"FOSL2","KBTBD6"
"FOSL2","IRF2BP2"
"FOSL2","FOS"
"FOSL2","JUNB"
"FOSL2","NBEA"
"FOSL2","TRIB1"
"FOSL2","STAT5B"
"FOSL2","DDIT3"
"FOSL2","RUFY1"
"FOSL2","JUN"
"FOSL2","FHL3"
"FOSL2","UGT2B15"
"FOSL2","PRMT6"
"FOSL2","MAFB"
"FOSL2","SRA1"
"CACNG4","SPP1"
"CACNG4","ALG5"
"CACNG4","OCRL"
"CACNG4","MRS2"
"CACNG4","YIF1A"
"CACNG4","CSNK1E"
"FRYL","KIAA0930"
"FRYL","RNF138"
"FRYL","PELI2"
"FRYL","HOMER1"
"FRYL","POLH"
"FRYL","SIRT7"
"FRYL","FAM78B"
"FRYL","GRK5"
"FSCN1","GNAS"
"FSCN1","COTL1"
"FSCN1","ACTA2"
"FSCN1","NFKB1"
"FSCN1","PRKAB1"
"FSCN1","DBN1"
"FSCN1","EIF1B"
"FSCN1","FN1"
"FSCN1","CRYZ"
"FSCN1","PRDX1"
"FSCN1","SGK1"
"FSCN1","CDK2"
"FSCN1","DNAJB9"
"FSCN1","PCNA"
"FSCN1","RFC3"
"FSCN1","VHL"
"FSCN1","SEPT11"
"FSCN1","FANCI"
"FSCN1","IMPA2"
"FSCN1","MYO10"
"FSCN1","PRKCA"
"FSCN1","TNIK"
"FSCN1","AIFM1"
"FSCN1","ZYX"
"FSCN1","VCAM1"
"FSCN1","ELF3"
"FSCN1","AIM2"
"FSCN1","TKT"
"FSCN1","PRKCD"
"FSCN1","PRDX2"
"FSCN1","CTNNB1"
"FSCN1","STAT3"
"FSCN1","IQCB1"
"FSCN1","TRAF6"
"FSCN1","GRB2"
"FSCN1","SIRT7"
"FSCN1","FLNA"
"FSCN1","NTRK1"
"FSCN1","FAN1"
"FSCN1","FANCG"
"FSCN1","HLA-B"
"FSCN1","MIF"
"ACTB","PLD1"
"ACTB","UNG"
"ACTB","ICAM3"
"ACTB","ACTN2"
"ACTB","CAPZB"
"ACTB","MAP2"
"ACTB","EPB41L2"
"ACTB","SMARCA2"
"ACTB","HSP90AA1"
"ACTB","NDC80"
"ACTB","EPB41L3"
"ACTB","SSH1"
"ACTB","CAD"
"ACTB","RRN3"
"ACTB","CTTN"
"ACTB","EPS15"
"ACTB","GNAS"
"ACTB","PHACTR3"
"ACTB","GNA11"
"ACTB","DNMT3B"
"ACTB","P2RX7"
"ACTB","ICAM1"
"ACTB","EZR"
"ACTB","DPYSL2"
"ACTB","CBX5"
"ACTB","ITPR3"
"ACTB","ABLIM1"
"ACTB","MISP"
"ACTB","SMARCB1"
"ACTB","LGALS1"
"ACTB","TRIOBP"
"ACTB","MYH9"
"ACTB","CTSG"
"ACTB","DHRS2"
"ACTB","SEC23A"
"ACTB","MRGBP"
"ACTB","EEF1A2"
"ACTB","HCK"
"ACTB","SAMHD1"
"ACTB","MAP1LC3A"
"ACTB","MYL12A"
"ACTB","STS"
"ACTB","PLS3"
"ACTB","ASB9"
"ACTB","EMD"
"ACTB","CORO1A"
"ACTB","COTL1"
"ACTB","STX4"
"ACTB","TJP1"
"ACTB","EIF3E"
"ACTB","NCALD"
"ACTB","ASAH1"
"ACTB","PTN"
"ACTB","CAV1"
"ACTB","AIMP2"
"ACTB","RPA3"
"ACTB","EZH2"
"ACTB","CORO2A"
"ACTB","DNM1"
"ACTB","PFN1"
"ACTB","SLC25A11"
"ACTB","C1QBP"
"ACTB","LGALS3BP"
"ACTB","NFKB1"
"ACTB","CRYAB"
"ACTB","CD81"
"ACTB","CAP2"
"ACTB","WASF1"
"ACTB","PHACTR2"
"ACTB","CSNK1A1"
"ACTB","DBN1"
"ACTB","EHHADH"
"ACTB","KAT2B"
"ACTB","GNAI2"
"ACTB","ATP6V1A"
"ACTB","ACTR3"
"ACTB","CENPA"
"ACTB","TANC1"
"ACTB","ITGA4"
"ACTB","APC2"
"ACTB","SPTBN1"
"ACTB","HPCAL1"
"ACTB","RPL22"
"ACTB","ERRFI1"
"ACTB","IVNS1ABP"
"ACTB","RPA2"
"ACTB","STAG1"
"ACTB","TTR"
"ACTB","CTGF"
"ACTB","FBXL5"
"ACTB","ABCG2"
"ACTB","TJP2"
"ACTB","EPC1"
"ACTB","SMAD9"
"ACTB","CDK2"
"ACTB","TUBA1B"
"ACTB","LRRFIP1"
"ACTB","AHNAK"
"ACTB","POLR1B"
"ACTB","DSTN"
"ACTB","AMOT"
"ACTB","AGO3"
"ACTB","IFI6"
"ACTB","YEATS4"
"ACTB","SMARCA4"
"ACTB","TUBA4A"
"ACTB","GNAI1"
"ACTB","MYO1B"
"ACTB","MYO5C"
"ACTB","ASH2L"
"ACTB","ACTN4"
"ACTB","ARPC1B"
"ACTB","TNNI2"
"ACTB","COL5A1"
"ACTB","TRIM28"
"ACTB","DNMT1"
"ACTB","CAP1"
"ACTB","TUBG1"
"ACTB","NPHP4"
"ACTB","MAP1B"
"ACTB","WASF3"
"ACTB","HSD17B4"
"ACTB","VHL"
"ACTB","ARL8B"
"ACTB","KIDINS220"
"ACTB","ROCK2"
"ACTB","YARS"
"ACTB","TPGS2"
"ACTB","OSTF1"
"ACTB","ANXA1"
"ACTB","TES"
"ACTB","NT5E"
"ACTB","PAN2"
"ACTB","CPM"
"ACTB","DHX9"
"ACTB","EPC2"
"ACTB","FLNB"
"ACTB","LMO7"
"ACTB","MYO1G"
"ACTB","TMOD1"
"ACTB","STXBP1"
"ACTB","ARPC5L"
"ACTB","MYC"
"ACTB","FLOT1"
"ACTB","ARRB1"
"ACTB","LRPPRC"
"ACTB","STAMBPL1"
"ACTB","TMOD3"
"ACTB","BMP2K"
"ACTB","SCARB2"
"ACTB","GABARAPL1"
"ACTB","NEDD1"
"ACTB","TPM1"
"ACTB","BBS4"
"ACTB","IQGAP1"
"ACTB","CPNE2"
"ACTB","MAP1LC3B"
"ACTB","SS18"
"ACTB","ARRB2"
"ACTB","ERBB2"
"ACTB","APP"
"ACTB","EFHD2"
"ACTB","PFDN2"
"ACTB","XPR1"
"ACTB","CGN"
"ACTB","MCL1"
"ACTB","DUSP10"
"ACTB","PHLDB2"
"ACTB","GC"
"ACTB","SNCA"
"ACTB","MYO10"
"ACTB","PPP1R18"
"ACTB","EGFR"
"ACTB","MEPCE"
"ACTB","KDM6A"
"ACTB","FBXO25"
"ACTB","ATP6V1B2"
"ACTB","CDKN2A"
"ACTB","STOM"
"ACTB","GSN"
"ACTB","PROSER2"
"ACTB","SCGB1A1"
"ACTB","EIF3M"
"ACTB","PRSS23"
"ACTB","TWF1"
"ACTB","DST"
"ACTB","HAUS1"
"ACTB","HOMER1"
"ACTB","SMARCA5"
"ACTB","HNRNPU"
"ACTB","NUS1"
"ACTB","UBASH3B"
"ACTB","UCHL1"
"ACTB","ENAH"
"ACTB","SORBS2"
"ACTB","PPP2R2B"
"ACTB","EEF1A1"
"ACTB","CD109"
"ACTB","WDYHV1"
"ACTB","PAXIP1"
"ACTB","MMP14"
"ACTB","MYO1E"
"ACTB","MX1"
"ACTB","TAGLN2"
"ACTB","ATP6V0D1"
"ACTB","RUSC1"
"ACTB","LMNA"
"ACTB","NEXN"
"ACTB","VCAM1"
"ACTB","ACTG2"
"ACTB","VSNL1"
"ACTB","PDLIM5"
"ACTB","S100A11"
"ACTB","ALPP"
"ACTB","ALB"
"ACTB","PRKCD"
"ACTB","PBRM1"
"ACTB","OXR1"
"ACTB","CFL2"
"ACTB","RAB8B"
"ACTB","NOLC1"
"ACTB","SMAD3"
"ACTB","MAP1A"
"ACTB","PHB"
"ACTB","CRK"
"ACTB","MYO5B"
"ACTB","TPM4"
"ACTB","TUBA1A"
"ACTB","TUBA1C"
"ACTB","KRT1"
"ACTB","ANGPTL4"
"ACTB","TK1"
"ACTB","ZNF598"
"ACTB","CTNNB1"
"ACTB","RAB4A"
"ACTB","MAT2A"
"ACTB","SLC25A6"
"ACTB","RNASE3"
"ACTB","CLIC4"
"ACTB","TPST1"
"ACTB","GUSB"
"ACTB","GLB1"
"ACTB","FABP4"
"ACTB","KRT8"
"ACTB","PA2G4"
"ACTB","FPR1"
"ACTB","ALK"
"ACTB","INSR"
"ACTB","PPID"
"ACTB","BCL2L1"
"ACTB","ENC1"
"ACTB","PRNP"
"ACTB","AZU1"
"ACTB","CFL1"
"ACTB","SSH3"
"ACTB","IQCB1"
"ACTB","SMARCC1"
"ACTB","RPL15"
"ACTB","YIF1A"
"ACTB","CLTB"
"ACTB","RUVBL1"
"ACTB","A2M"
"ACTB","SPHK1"
"ACTB","BASP1"
"ACTB","PNMA1"
"ACTB","JUN"
"ACTB","GBA"
"ACTB","FLII"
"ACTB","GRB2"
"ACTB","PLEC"
"ACTB","PIPOX"
"ACTB","RCC1"
"ACTB","NPM1"
"ACTB","ANXA2"
"ACTB","LCK"
"ACTB","FHL3"
"ACTB","CCR10"
"ACTB","KRT10"
"ACTB","MAPT"
"ACTB","ISG15"
"ACTB","H2AFX"
"ACTB","LRRK2"
"ACTB","APOD"
"ACTB","MAOA"
"ACTB","TUBB"
"ACTB","PPIA"
"ACTB","CPNE4"
"ACTB","PTPN1"
"ACTB","PRTN3"
"ACTB","MYL6B"
"ACTB","AFAP1"
"ACTB","MME"
"ACTB","MYO6"
"ACTB","FLNA"
"ACTB","ANXA6"
"ACTB","SRC"
"ACTB","SVIL"
"ACTB","MAP3K5"
"ACTB","MYO5A"
"ACTB","SIPA1L1"
"ACTB","MYO1C"
"ACTB","TPM2"
"ACTB","CALM1"
"ACTB","ARHGAP11A"
"ACTB","TGM2"
"ACTB","PHACTR4"
"ACTB","PFDN6"
"ACTB","HSPA1B"
"ACTB","HSPA1A"
"ACTB","SIPA1"
"ACTB","CLIC1"
"ACTB","CPNE1"
"ACTB","RPS18"
"ACTB","ARPC1A"
"ACTB","LYN"
"MOCOS","NLRP1"
"MOCOS","SETX"
"MOCOS","DNTT"
"MOCOS","APOC3"
"MOCOS","POLR3G"
"MOCOS","FN1"
"MOCOS","APOA1"
"MOCOS","TTR"
"MOCOS","CLU"
"MOCOS","APOC1"
"MOCOS","CTSL"
"MOCOS","PSAT1"
"MOCOS","TNS3"
"MOCOS","RABEPK"
"MOCOS","DOCK5"
"MOCOS","RGS20"
"MOCOS","QDPR"
"MOCOS","TKT"
"MOCOS","SEPT8"
"MOCOS","SERTAD3"
"MOCOS","KLK11"
"MOCOS","KRT1"
"MOCOS","FGA"
"MOCOS","RIMKLA"
"MOCOS","ZBTB33"
"MOCOS","PDE4B"
"MOCOS","PARVA"
"MOCOS","HSD17B8"
"PLD1","CAV1"
"PLD1","RHEB"
"PLD1","VDR"
"PLD1","PLCG1"
"PLD1","TNFRSF19"
"PLD1","VHL"
"PLD1","EGLN1"
"PLD1","STXBP1"
"PLD1","SNCA"
"PLD1","EGFR"
"PLD1","PRKCA"
"PLD1","PEA15"
"PLD1","TEX264"
"PLD1","ARF6"
"PLD1","POLH"
"PLD1","CFL1"
"PLD1","CEP135"
"PLD1","RHOG"
"PLD1","RPS6KA3"
"PLD1","ATP6AP2"
"PLD1","RXRA"
"PLD1","SRC"
"PLD1","PLCG2"
"DLG1","ACTN2"
"DLG1","DLGAP4"
"DLG1","DLG3"
"DLG1","ZMPSTE24"
"DLG1","EZR"
"DLG1","STX4"
"DLG1","LIN7A"
"DLG1","KCNA1"
"DLG1","TANC1"
"DLG1","GDA"
"DLG1","PIK3CA"
"DLG1","AMOT"
"DLG1","LRRC1"
"DLG1","KIF11"
"DLG1","PKP4"
"DLG1","PIK3R1"
"DLG1","CASK"
"DLG1","DLG2"
"DLG1","ADGRA3"
"DLG1","ASAP1"
"DLG1","FZD7"
"DLG1","MAP1A"
"DLG1","TUBA1A"
"DLG1","PBK"
"DLG1","SEMA4C"
"DLG1","RASSF6"
"DLG1","CTNND2"
"DLG1","PTEN"
"DLG1","NET1"
"DLG1","MARCH3"
"DLG1","KCNA3"
"DLG1","LCK"
"DLG1","BEGAIN"
"DLG1","KCNJ12"
"DLG1","TMEM17"
"DLG1","MAPK12"
"DLG1","MYO6"
"DLG1","CALM1"
"BCAP29","CREB3"
"BCAP29","CALCOCO2"
"BCAP29","P4HB"
"SEC31B","ALDH5A1"
"SEC31B","MYC"
"SEC31B","BMI1"
"ARHGAP15","CD93"
"ARHGAP15","APP"
"ARHGAP15","PRNP"
"KIFAP3","RBFOX1"
"KIFAP3","KIF3C"
"KIFAP3","PSMD5"
"KIFAP3","MEST"
"KIFAP3","SMC3"
"KIFAP3","GBE1"
"KIFAP3","RAP1A"
"KIFAP3","NCF2"
"KIFAP3","PRPF3"
"KIFAP3","RAP2A"
"KIFAP3","TAF4"
"KIFAP3","MRPS25"
"KIFAP3","KIF3A"
"KIFAP3","EFR3A"
"KIFAP3","VHL"
"KIFAP3","ORC3"
"KIFAP3","CEP350"
"KIFAP3","GCC2"
"KIFAP3","NIPSNAP3A"
"KIFAP3","BUD13"
"KIFAP3","RAP1GDS1"
"KIFAP3","RBM26"
"KIFAP3","OSBPL1A"
"KIFAP3","CEP170"
"KIFAP3","TAF5"
"KIFAP3","RANBP2"
"KIFAP3","GNAQ"
"KIFAP3","NAA11"
"KIFAP3","INTU"
"KIFAP3","GAP43"
"KIFAP3","MUC13"
"KIFAP3","CEP19"
"KIFAP3","YES1"
"KIFAP3","ERICH5"
"KIFAP3","JUN"
"KIFAP3","COL4A1"
"KIFAP3","S100A13"
"KIFAP3","SRC"
"KIFAP3","KANK2"
"KIFAP3","NTRK1"
"KIFAP3","IFI30"
"MCM6","ORC6"
"MCM6","CDC45"
"MCM6","CDC6"
"MCM6","EMD"
"MCM6","KPNA3"
"MCM6","TRPS1"
"MCM6","MCM4"
"MCM6","ASF1B"
"MCM6","SMC3"
"MCM6","CCND1"
"MCM6","TIMELESS"
"MCM6","ASF1A"
"MCM6","MCM3"
"MCM6","GMNN"
"MCM6","RAD50"
"MCM6","ITGA4"
"MCM6","FN1"
"MCM6","IVNS1ABP"
"MCM6","TNFAIP3"
"MCM6","CDK2"
"MCM6","OBSL1"
"MCM6","SOX4"
"MCM6","MCM8"
"MCM6","CAP1"
"MCM6","PCNA"
"MCM6","CCNA1"
"MCM6","SYNCRIP"
"MCM6","MMS22L"
"MCM6","EGFR"
"MCM6","CDKN2A"
"MCM6","ANK3"
"MCM6","BAG3"
"MCM6","EEF1A1"
"MCM6","PAXIP1"
"MCM6","HIST1H4H"
"MCM6","VCAM1"
"MCM6","FOXQ1"
"MCM6","NUDT2"
"MCM6","TAF10"
"MCM6","MCM7"
"MCM6","CDT1"
"MCM6","CCDC8"
"MCM6","FAM161A"
"MCM6","MLLT3"
"MCM6","TRAF6"
"MCM6","RUVBL1"
"MCM6","GINS3"
"MCM6","SIRT7"
"MCM6","H2AFX"
"MCM6","HIST1H4C"
"MCM6","HIST1H3D"
"MCM6","MCMBP"
"MCM6","NTRK1"
"MCM6","HSPA1B"
"MCM6","HSPA1A"
"MCM6","HLA-B"
"MCM6","PRKDC"
"REXO2","SEPHS1"
"REXO2","MPG"
"REXO2","EIF1B"
"REXO2","TXNDC17"
"REXO2","TRAF6"
"REXO2","TYMS"
"RBMS2","SYNCRIP"
"RBMS2","MYC"
"RBMS2","FAM69B"
"RBMS2","MRPL16"
"RBMS2","TSR1"
"UNG","HSP90AA1"
"UNG","RPA3"
"UNG","DNM1"
"UNG","CRYAB"
"UNG","RPA2"
"UNG","PCNA"
"UNG","STXBP1"
"UNG","APP"
"UNG","CAMK2D"
"UNG","UCHL1"
"UNG","PPM1D"
"UNG","THOP1"
"UNG","SEZ6L2"
"UNG","PPP2R2D"
"UNG","UBE2E2"
"UNG","TUBB"
"UNG","PPIA"
"UNG","HIST1H3D"
"UNG","MAP3K5"
"PLXNA2","NUFIP1"
"PLXNA2","HACE1"
"PLXNA2","NRP1"
"PLXNA2","TAZ"
"PLXNA2","CCL22"
"PLXNA2","CSK"
"PLXNA2","CEMIP"
"PLXNA2","SLAMF1"
"PLXNA2","SPINK4"
"PLXNA2","OS9"
"PLXNA2","GALNT6"
"PLXNA2","CIB1"
"PLXNA2","TNF"
"ANKRD13A","CAV1"
"ANKRD13A","SMAD5"
"ANKRD13A","SLAMF1"
"ANKRD13A","RNF11"
"ANKRD13A","UBA1"
"ANKRD13A","ARHGDIA"
"ANKRD13A","RALB"
"ANKRD13A","EGFR"
"ANKRD13A","FBXO25"
"ANKRD13A","STOM"
"ANKRD13A","QDPR"
"ANKRD13A","LAPTM5"
"ANKRD13A","LDLRAD4"
"ANKRD13A","TMEM51"
"ANKRD13A","CTDSP2"
"ANKRD13A","UBE2N"
"ANKRD13A","ZDHHC11"
"ANKRD13A","ARRDC1"
"ANKRD13A","NTRK1"
"TPD52","SEPHS1"
"TPD52","AARS"
"TPD52","EZR"
"TPD52","SH3GLB1"
"TPD52","TPD52L2"
"TPD52","CBX1"
"TPD52","ENO2"
"TPD52","TPD52L1"
"TPD52","TSNAX"
"TPD52","SOCS2"
"TPD52","MRPS2"
"TPD52","ZNF133"
"TPD52","CALU"
"TPD52","ARPC1B"
"TPD52","SRPK2"
"TPD52","MAL2"
"TPD52","BAG3"
"TPD52","HNRNPU"
"TPD52","PDLIM5"
"TPD52","SENP2"
"TPD52","CLIC4"
"TPD52","PAIP1"
"TPD52","ANXA6"
"TPD52","ZBTB48"
"TRAF4","FAT1"
"TRAF4","MAP3K4"
"TRAF4","PCSK5"
"TRAF4","MYH9"
"TRAF4","DHRS2"
"TRAF4","CD40"
"TRAF4","RIPK2"
"TRAF4","TYK2"
"TRAF4","ISYNA1"
"TRAF4","TAX1BP1"
"TRAF4","TRIM37"
"TRAF4","ABI3"
"TRAF4","SMURF2"
"TRAF4","ZBTB16"
"TRAF4","LTBR"
"TRAF4","BACH2"
"TRAF4","BYSL"
"TRAF4","NCF2"
"TRAF4","WWP1"
"TRAF4","TICAM1"
"TRAF4","HEY2"
"TRAF4","CALCOCO2"
"TRAF4","KIF11"
"TRAF4","TGFB1I1"
"TRAF4","CBLC"
"TRAF4","TP53BP2"
"TRAF4","TBC1D7"
"TRAF4","ME3"
"TRAF4","SORBS2"
"TRAF4","RBPMS"
"TRAF4","TGFBR2"
"TRAF4","GOLGA2"
"TRAF4","LENG8"
"TRAF4","FTH1"
"TRAF4","CTNNB1"
"TRAF4","NUDT16L1"
"TRAF4","BMI1"
"TRAF4","NPAS2"
"TRAF4","ZNF581"
"TRAF4","QARS"
"TRAF4","TRAF6"
"TRAF4","SUZ12"
"TRAF4","MAGED1"
"TRAF4","LINC00518"
"TRAF4","IRAK1"
"TRAF4","PLSCR1"
"TRAF4","KANK2"
"TRAF4","CCHCR1"
"TRAF4","TBC1D8"
"TRAF4","KRT40"
"PAG1","ABL1"
"PAG1","CSK"
"PAG1","SLC9A3R1"
"PAG1","PTPN6"
"PAG1","DUSP22"
"PAG1","HTRA2"
"PAG1","VAV1"
"PAG1","RASA1"
"PAG1","EGFR"
"PAG1","MED21"
"PAG1","SHC1"
"PAG1","CCR1"
"PAG1","SYK"
"PAG1","PRKCB"
"PAG1","CRK"
"PAG1","CYP2S1"
"PAG1","STAT3"
"PAG1","GRB2"
"PAG1","TIGD5"
"PAG1","LCK"
"PAG1","SRC"
"PAG1","LYN"
"GPATCH1","PCM1"
"GPATCH1","NIN"
"GPATCH1","CEP128"
"GPATCH1","NINL"
"GPATCH1","CEP152"
"GPATCH1","PRPF19"
"GPATCH1","SSX2IP"
"GPATCH1","CNTRL"
"GPATCH1","STIL"
"GPATCH1","EAPP"
"GPATCH1","APP"
"GPATCH1","NPHP1"
"GPATCH1","CENPJ"
"GPATCH1","CEP120"
"GPATCH1","CEP19"
"GPATCH1","CEP135"
"GPATCH1","FGFR1OP"
"ICAM3","EZR"
"ICAM3","ZBTB16"
"ICAM3","APP"
"ICAM3","MSN"
"ICAM3","ITGB2"
"ICAM3","ZNF431"
"MCAM","ATP11C"
"MCAM","LAMA4"
"MCAM","PTK2B"
"MCAM","CTDSPL"
"MCAM","ATP6V0D1"
"MCAM","ADRB2"
"MCAM","ATP6V0A2"
"MCAM","TMEM17"
"MCAM","TMEM216"
"GPC4","ACP5"
"GPC4","CCNC"
"GPC4","FGF2"
"GPC4","BAG3"
"GPC4","SQSTM1"
"GPC4","PYHIN1"
"GPC4","GPR183"
"GPC4","PTEN"
"GPC4","IQCB1"
"GPC4","COL18A1"
"GPC4","GPC6"
"GPC4","RIPK4"
"CAMSAP3","CEP128"
"CAMSAP3","NINL"
"CAMSAP3","PPP2CB"
"CAMSAP3","NCF2"
"CAMSAP3","CAMSAP2"
"CAMSAP3","PTBP3"
"CAMSAP3","CNTRL"
"CAMSAP3","TCEAL4"
"CAMSAP3","DCAF7"
"CAMSAP3","LRP8"
"CAMSAP3","VPS11"
"CAMSAP3","SSSCA1"
"CAMSAP3","HIST1H3D"
"RAP1GAP","EZH2"
"RAP1GAP","RAP1A"
"RAP1GAP","CNR1"
"RAP1GAP","GNAZ"
"RAP1GAP","MAP1LC3B"
"RAP1GAP","EGFR"
"RAP1GAP","BRAF"
"RAP1GAP","RALGDS"
"RAP1GAP","CRK"
"RAP1GAP","CDK1"
"RAP1GAP","MEX3B"
"DGKD","IGSF21"
"DGKD","DYSF"
"DGKD","HAX1"
"DGKD","FEZ1"
"DGKD","SREK1"
"DGKD","PRKCA"
"DGKD","TNFRSF14"
"CTTNBP2","CTTN"
"CTTNBP2","PPP2CB"
"CTTNBP2","RAPGEF2"
"CTTNBP2","STRIP2"
"CTTNBP2","STK26"
"CTTNBP2","CTTNBP2NL"
"CTTNBP2","APPL1"
"CTTNBP2","HSF2BP"
"CTTNBP2","RAD21"
"CTTNBP2","MAGEA11"
"CTTNBP2","KRT14"
"CTTNBP2","STRN3"
"ACTL6B","SMARCA2"
"ACTL6B","BCL7A"
"ACTL6B","YEATS4"
"ACTL6B","SLC35A5"
"ACTL6B","APP"
"ACTL6B","ATM"
